"LookupName","ResolvedName","SMILES","CID","MolecularFormula","MonoisotopicMass"
"7-({[2,3-dihydroxy-2-(propan-2-yl)butanoyl]oxy}methyl)-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-yl 2,3-dimethylbut-2-enoate","[7-(2,3-dimethylbut-2-enoyloxy)-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl 2-hydroxy-2-(1-hydroxyethyl)-3-methylbutanoate | C21H33NO6 | CID 162877772",NA,162877772,NA,NA
"7-({[2-hydroxy-3-methoxy-2-(propan-2-yl)butanoyl]oxy}methyl)-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-yl 2-methylbut-2-enoate","[7-(2-methylbut-2-enoyloxy)-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl 2-hydroxy-2-(1-methoxyethyl)-3-methylbutanoate | C21H33NO6 | CID 85095517",NA,85095517,NA,NA
"(5-Hydroxy-4-oxo-4H-pyran-2-yl)methyl N-methyl-N-(1-oxododecyl)aminoacetate","(5-Hydroxy-4-oxo-4H-pyran-2-yl)methyl N-methyl-N-(1-oxododecyl)aminoacetate | C21H33NO6 | CID 44151543",NA,44151543,NA,NA
"3,5-dihydroxy-4-{[2-hydroxy-2-methyl-5-(prop-1-en-2-yl)cyclopentyl]methyl}-6-methyl-6-(3-methylbut-2-en-1-yl)-2-(2-methylbutanoyl)cyclohexa-2,4-dien-1-one","3,5-Dihydroxy-4-[(2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl)methyl]-6-methyl-2-(2-methylbutanoyl)-6-(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one | C27H40O5 | CID 44272986",NA,44272986,NA,NA
"3,5-dihydroxy-4-{[2-hydroxy-2-methyl-5-(prop-1-en-2-yl)cyclopentyl]methyl}-6-methyl-6-(3-methylbut-2-en-1-yl)-2-(3-methylbutanoyl)cyclohexa-2,4-dien-1-one","3,5-Dihydroxy-4-[(2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl)methyl]-6-methyl-2-(3-methylbutanoyl)-6-(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one | C27H40O5 | CID 360845",NA,360845,NA,NA
"2-hexanoyl-3,5-dihydroxy-4-{[2-hydroxy-2-methyl-5-(prop-1-en-2-yl)cyclopentyl]methyl}-6-(3-methylbut-2-en-1-yl)cyclohexa-2,4-dien-1-one","2-Hexanoyl-3,5-dihydroxy-4-[(2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl)methyl]-6-(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one | C27H40O5 | CID 162933850",NA,162933850,NA,NA
"2-{2-[3-(hydroxymethyl)-5-oxo-2,5-dihydrofuran-2-yl]ethylidene}-6-methyl-8-(2,6,6-trimethylcyclohex-1-en-1-yl)oct-5-en-1-yl acetate","[2-[2-[3-(hydroxymethyl)-5-oxo-2H-furan-2-yl]ethylidene]-6-methyl-8-(2,6,6-trimethylcyclohexen-1-yl)oct-5-enyl] acetate | C27H40O5 | CID 72743750",NA,72743750,NA,NA
"15',16'-dihydroxy-7',9',13'-trimethyl-5-methylidene-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-10'-one","15,16-Dihydroxy-7,9,13-trimethyl-5'-methylidenespiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10-one | C27H40O5 | CID 162863409",NA,162863409,NA,NA
"3a-(3,7-dimethylocta-2,6-dien-1-yl)-6-hydroxy-2-(2-hydroxypropan-2-yl)-7-methyl-5-(2-methylbutanoyl)-2,3,3a,4-tetrahydro-1-benzofuran-4-one","3a-(3,7-Dimethylocta-2,6-dienyl)-6-hydroxy-2-(2-hydroxypropan-2-yl)-7-methyl-5-(2-methylbutanoyl)-2,3-dihydro-1-benzofuran-4-one | C27H40O5 | CID 76032086",NA,76032086,NA,NA
"[(5aS,5bS,7S,7aS,11aS,11bS,13aS)-7-hydroxy-5b,8,8,13a-tetramethyl-3-oxo-4,5,5a,6,7,7a,9,10,11,11b,12,13-dodecahydro-1H-phenanthro[2,1-e][2]benzofuran-11a-yl]methyl acetate","[(5aS,5bS,7S,7aS,11aS,11bS,13aS)-7-hydroxy-5b,8,8,13a-tetramethyl-3-oxo-4,5,5a,6,7,7a,9,10,11,11b,12,13-dodecahydro-1H-phenanthro[2,1-e][2]benzofuran-11a-yl]methyl acetate","CC(=O)OCC12CCCC(C1C(CC3(C2CCC4(C3CCC5=C4COC5=O)C)C)O)(C)C",0,NA,NA
"6-hydroxy-2-(2-hydroxy-6-methylhept-5-en-2-yl)-7-methyl-3a-(3-methylbut-2-en-1-yl)-5-(2-methylbutanoyl)-2,3,3a,4-tetrahydro-1-benzofuran-4-one","6-Hydroxy-2-(2-hydroxy-6-methylhept-5-en-2-yl)-7-methyl-5-(2-methylbutanoyl)-3a-(3-methylbut-2-enyl)-2,3-dihydro-1-benzofuran-4-one | C27H40O5 | CID 76392824",NA,76392824,NA,NA
"3a-(3,7-dimethylocta-2,6-dien-1-yl)-6-hydroxy-2-(2-hydroxypropan-2-yl)-5-methyl-7-(2-methylbutanoyl)-2,3,3a,4-tetrahydro-1-benzofuran-4-one","3a-(3,7-Dimethylocta-2,6-dienyl)-6-hydroxy-2-(2-hydroxypropan-2-yl)-5-methyl-7-(2-methylbutanoyl)-2,3-dihydro-1-benzofuran-4-one | C27H40O5 | CID 76389851",NA,76389851,NA,NA
"15',16'-dihydroxy-5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-en-10'-one","15,16-Dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-10-one | C27H40O5 | CID 12305425",NA,12305425,NA,NA
"(2R)-2-methoxy-3-[(2R,6R)-6-methoxy-5-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,6-dihydro-2H-pyran-2-yl]-2H-furan-5-one","(2R)-2-methoxy-3-[(2R,6R)-6-methoxy-5-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,6-dihydro-2H-pyran-2-yl]-2H-furan-5-one","CC(=CCCC(=CCCC(=CCCC1=CCC(OC1OC)C2=CC(=O)OC2OC)C)C)C",0,NA,NA
"16-(2,5-dihydroxy-3-methylphenyl)-14-hydroxy-2,6,10,14-tetramethylhexadeca-2,6,10-trienoic acid","16-(2,5-Dihydroxy-3-methylphenyl)-14-hydroxy-2,6,10,14-tetramethylhexadeca-2,6,10-trienoic acid | C27H40O5 | CID 69990538",NA,69990538,NA,NA
"S-15183B","CID 11744186 | C27H40O5 | CID 11744186",NA,11744186,NA,NA
"10a-[(acetyloxy)methyl]-1-formyl-4b,7,7,12a-tetramethyl-1,4,4a,4b,5,6,6a,7,8,9,10,10a,10b,11,12,12a-hexadecahydrochrysene-2-carboxylic acid","10a-(Acetyloxymethyl)-1-formyl-4b,7,7,12a-tetramethyl-1,4,4a,5,6,6a,8,9,10,10b,11,12-dodecahydrochrysene-2-carboxylic acid | C27H40O5 | CID 163009151",NA,163009151,NA,NA
"2-(2-hydroxy-6-methylhept-5-en-2-yl)-5,5-dimethyl-3a-(3-methylbut-2-en-1-yl)-7-(2-methylpropanoyl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-4,6-dione","2-(2-Hydroxy-6-methylhept-5-en-2-yl)-5,5-dimethyl-3a-(3-methylbut-2-enyl)-7-(2-methylpropanoyl)-2,3-dihydro-1-benzofuran-4,6-dione | C27H40O5 | CID 75308892",NA,75308892,NA,NA
"4a,5-dimethyl-2-[(3-methylpent-3-enoyl)oxy]-7-oxo-3-(prop-1-en-2-yl)-decahydronaphthalen-1-yl 3-methylpent-3-enoate","[4a,5-Dimethyl-2-(3-methylpent-3-enoyloxy)-7-oxo-3-prop-1-en-2-yl-1,2,3,4,5,6,8,8a-octahydronaphthalen-1-yl] 3-methylpent-3-enoate | C27H40O5 | CID 162992422",NA,162992422,NA,NA
"Scalarolbutenolide","(13-hydroxy-5b,8,8,11a,13a-pentamethyl-2-oxo-5,5a,6,7,7a,9,10,11,11b,12,13,13b-dodecahydro-4H-phenanthro[1,2-g][1]benzofuran-4-yl) acetate | C27H40O5 | CID 73205410",NA,73205410,NA,NA
"(6R)-6-[(8S,9S,10R,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]-2-methyl-3-oxoheptanoic acid","(6R)-6-[(8S,9S,10R,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]-2-methyl-3-oxoheptanoic acid","CC(CCC(=O)C(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C",0,NA,NA
"4-[6-(2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)-4-(dimethoxymethyl)hexa-1,3-dien-1-yl]-5-hydroxy-2,5-dihydrofuran-2-one","3-[6-(2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydronaphthalen-1-yl)-4-(dimethoxymethyl)hexa-1,3-dienyl]-2-hydroxy-2H-furan-5-one | C27H40O5 | CID 85122671",NA,85122671,NA,NA
"{13-hydroxy-5b,8,11a,13a-tetramethyl-1-oxo-1H,3H,4H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH-chryseno[1,2-c]furan-8-yl}methyl acetate","(13-hydroxy-5b,8,11a,13a-tetramethyl-1-oxo-4,5,5a,6,7,7a,9,10,11,11b,12,13-dodecahydro-3H-phenanthro[2,1-e][2]benzofuran-8-yl)methyl acetate | C27H40O5 | CID 73090098",NA,73090098,NA,NA
"12-O-Acetyl-16-O-Deacetyl-16-Epi-Scalarobutenolide","12-O-Acetyl-16-O-Deacetyl-16-Epi-Scalarobutenolide | C27H40O5 | CID 10765720",NA,10765720,NA,NA
"4-{6-ethoxy-5-[4-methyl-6-(2,6,6-trimethylcyclohex-1-en-1-yl)hex-3-en-1-yl]-3,6-dihydro-2H-pyran-2-yl}-5-hydroxy-2,5-dihydrofuran-2-one","3-[6-ethoxy-5-[4-methyl-6-(2,6,6-trimethylcyclohexen-1-yl)hex-3-enyl]-3,6-dihydro-2H-pyran-2-yl]-2-hydroxy-2H-furan-5-one | C27H40O5 | CID 162888156",NA,162888156,NA,NA
"Spirosta-5,25(27)-Diene-1Beta,3Beta,11Alpha-Triol","7,9,13-Trimethyl-5'-methylidenespiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-11,14,16-triol | C27H40O5 | CID 75596265",NA,75596265,NA,NA
"16-(2,5-dihydroxy-3-methylphenyl)-4,14-dihydroxy-2,6,10,14-tetramethylhexadeca-2,6,10-trien-5-one","16-(2,5-Dihydroxy-3-methylphenyl)-4,14-dihydroxy-2,6,10,14-tetramethylhexadeca-2,6,10-trien-5-one | C27H40O5 | CID 74392499",NA,74392499,NA,NA
"Meroterphenol C","12-(2,5-Dihydroxy-3-methylphenyl)-10-hydroxy-6,10-dimethyl-2-(4-methylpent-3-enyl)dodeca-2,6-dienoic acid | C27H40O5 | CID 76019093",NA,76019093,NA,NA
"11a-(hydroxymethyl)-5b,8,8,13a-tetramethyl-3-oxo-1H,3H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH,13bH-chryseno[1,2-c]furan-1-yl acetate","[11a-(hydroxymethyl)-5b,8,8,13a-tetramethyl-3-oxo-5,5a,6,7,7a,9,10,11,11b,12,13,13b-dodecahydro-1H-phenanthro[1,2-g][2]benzofuran-1-yl] acetate | C27H40O5 | CID 162918131",NA,162918131,NA,NA
"3,7-dimethyl-6,8-dioxo-7,8-dihydro-6H-isochromen-7-yl hexadecanoate","(3,7-Dimethyl-6,8-dioxoisochromen-7-yl) hexadecanoate | C27H40O5 | CID 162846851",NA,162846851,NA,NA
"13-hydroxy-5b,8,8,11a,13a-pentamethyl-1-oxo-1H,3H,4H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH-chryseno[1,2-c]furan-4-yl acetate","(13-hydroxy-5b,8,8,11a,13a-pentamethyl-1-oxo-4,5,5a,6,7,7a,9,10,11,11b,12,13-dodecahydro-3H-phenanthro[2,1-e][2]benzofuran-4-yl) acetate | C27H40O5 | CID 73205409",NA,73205409,NA,NA
"4b,7,7,10a-tetramethyl-3-(5-oxo-2,5-dihydrofuran-3-yl)-hexadecahydro-1H-phenanthro[2,1-c]pyran-1-yl acetate","[4b,7,7,10a-tetramethyl-3-(5-oxo-2H-furan-3-yl)-1,3,4,4a,5,6,6a,8,9,10,10b,11,12,12a-tetradecahydronaphtho[2,1-f]isochromen-1-yl] acetate | C27H40O5 | CID 74052479",NA,74052479,NA,NA
"3-Oxo-12alpha-acetoxychol-4-en-24-oic acid methyl ester","Aco-DI-ME-oxo-tetradecahydro-cyclopenta(A)phenanthren-YL-pentanoic acid ME ester | C27H40O5 | CID 4460442",NA,4460442,NA,NA
"4',16'-dihydroxy-5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-en-11'-one","4,16-Dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-11-one | C27H40O5 | CID 71436642",NA,71436642,NA,NA
"2,3-Dihydroxyspirost-4-en-12-one","2,3-Dihydroxyspirost-4-en-12-one | C27H40O5 | CID 129856047",NA,129856047,NA,NA
"Thorectandrol B","Thorectandrol B | C27H42O5 | CID 5352107",NA,5352107,NA,NA
"12Beta-Acetoxy-20-Hydroxy-17-Scalaren-19,20-Olide","(3-hydroxy-5b,8,8,11a,13a-pentamethyl-1-oxo-4,5,5a,6,7,7a,9,10,11,11b,12,13-dodecahydro-3H-phenanthro[2,1-e][2]benzofuran-13-yl) acetate | C27H40O5 | CID 75068690",NA,75068690,NA,NA
"7-hydroxy-1-(7-hydroxy-6-methyl-3-oxoheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-2,11-dione","3-hydroxy-17-(7-hydroxy-6-methyl-3-oxoheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,14,15,17-decahydro-1H-cyclopenta[a]phenanthrene-12,16-dione | C27H40O5 | CID 12314940",NA,12314940,NA,NA
"Scalarin","Scalarin | C27H40O5 | CID 21596504",NA,21596504,NA,NA
"6-hydroxy-2-(2-hydroxypropan-2-yl)-3a,7-bis(3-methylbut-2-en-1-yl)-5-(4-methylpentanoyl)-2,3,3a,4-tetrahydro-1-benzofuran-4-one","6-Hydroxy-2-(2-hydroxypropan-2-yl)-3a,7-bis(3-methylbut-2-enyl)-5-(4-methylpentanoyl)-2,3-dihydro-1-benzofuran-4-one | C27H40O5 | CID 162837729",NA,162837729,NA,NA
"17-Hydroxyprogesterone caproate","Hydroxyprogesterone Caproate | C27H40O4 | CID 169870",NA,169870,NA,NA
"13-hydroxy-5b,8,8,11a,13a-pentamethyl-1-oxo-1H,3H,4H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH-chryseno[1,2-c]furan-9-yl acetate","(13-hydroxy-5b,8,8,11a,13a-pentamethyl-1-oxo-4,5,5a,6,7,7a,9,10,11,11b,12,13-dodecahydro-3H-phenanthro[2,1-e][2]benzofuran-9-yl) acetate | C27H40O5 | CID 73814397",NA,73814397,NA,NA
"5-(1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)-4-(acetyloxy)-3-methylpent-2-en-1-yl 2-methylbut-2-enoate","[4-acetyloxy-5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpent-2-enyl] 2-methylbut-2-enoate | C27H40O5 | CID 162959068",NA,162959068,NA,NA
"7-hydroxy-1-(7-hydroxy-6-methyl-3-oxoheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-2,10-dione","3-hydroxy-17-(7-hydroxy-6-methyl-3-oxoheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,12,14,15,17-decahydro-1H-cyclopenta[a]phenanthrene-11,16-dione | C27H40O5 | CID 162924192",NA,162924192,NA,NA
"5,16'-dihydroxy-5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-en-11'-one","5',16-Dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-11-one | C27H40O5 | CID 162878115",NA,162878115,NA,NA
"12-Deacetoxy-21-Acetoxyscalarin","12-Deacetoxy-21-acetoxyscalarin | C27H40O5 | CID 70678760",NA,70678760,NA,NA
"{1-hydroxy-5b,8,8,13a-tetramethyl-3-oxo-1H,3H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH,13bH-chryseno[1,2-c]furan-11a-yl}methyl acetate","(1-hydroxy-5b,8,8,13a-tetramethyl-3-oxo-5,5a,6,7,7a,9,10,11,11b,12,13,13b-dodecahydro-1H-phenanthro[2,1-e][2]benzofuran-11a-yl)methyl acetate | C27H40O5 | CID 73837791",NA,73837791,NA,NA
"16'-hydroxy-5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosane]-10',15'-dione","16-Hydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10,15-dione | C27H40O5 | CID 53462420",NA,53462420,NA,NA
"10-hydroxy-1,15,19,19-tetramethyl-7-oxo-8-oxapentacyclo[12.8.0.0²,¹¹.0⁵,⁹.0¹⁵,²⁰]docos-5-en-4-yl acetate","(10-Hydroxy-1,15,19,19-tetramethyl-7-oxo-8-oxapentacyclo[12.8.0.02,11.05,9.015,20]docos-5-en-4-yl) acetate | C27H40O5 | CID 74052478",NA,74052478,NA,NA
"1-(2-hydroxy-5-oxo-2,5-dihydrofuran-3-yl)-2-[1,2,5-trimethyl-5-(4-methylpent-4-en-1-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalen-1-yl]ethyl acetate","[1-(2-hydroxy-5-oxo-2H-furan-3-yl)-2-[1,2,5-trimethyl-5-(4-methylpent-4-enyl)-2,3,4,4a,6,7-hexahydronaphthalen-1-yl]ethyl] acetate | C27H40O5 | CID 73090099",NA,73090099,NA,NA
"1-hydroxy-5b,8,8,11a,13a-pentamethyl-7-oxo-1H,3H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH,13bH-chryseno[1,2-c]furan-13-yl acetate","(1-hydroxy-5b,8,8,11a,13a-pentamethyl-7-oxo-3,5,5a,6,7a,9,10,11,11b,12,13,13b-dodecahydro-1H-phenanthro[2,1-e][2]benzofuran-13-yl) acetate | C27H40O5 | CID 74052416",NA,74052416,NA,NA
"Diosbulbisin B","Diosbulbisin B | C27H40O5 | CID 44606420",NA,44606420,NA,NA
"1-hydroxy-5b,8,8,11a,13a-pentamethyl-9-oxo-1H,3H,5H,5aH,5bH,6H,7H,7aH,8H,9H,10H,11H,11aH,11bH,12H,13H,13aH,13bH-chryseno[1,2-c]furan-13-yl acetate","(1-hydroxy-5b,8,8,11a,13a-pentamethyl-9-oxo-3,5,5a,6,7,7a,10,11,11b,12,13,13b-dodecahydro-1H-phenanthro[2,1-e][2]benzofuran-13-yl) acetate | C27H40O5 | CID 74051794",NA,74051794,NA,NA
"16'-hydroxy-5-(hydroxymethyl)-5,7',9',13'-tetramethyl-5'-oxaspiro[oxolane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-en-11'-one","16-Hydroxy-5'-(hydroxymethyl)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxolane]-11-one | C27H40O5 | CID 163085025",NA,163085025,NA,NA
"7',9',13'-trimethyl-5-methylidene-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-ene-3,14',16'-triol","7,9,13-Trimethyl-5'-methylidenespiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-3',14,16-triol | C27H40O5 | CID 12315246",NA,12315246,NA,NA
"Asparacosin A","Asparacosin A | C27H40O5 | CID 11385250",NA,11385250,NA,NA
"(4R,6S)-6-[(2R)-2-[(1R,3aS,4E,7aR)-4-[(2E)-2-[(5S)-5-hydroxy-2-methylidenecyclohexylidene]ethylidene]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-1-yl]propyl]-4-hydroxy-4-methyldioxan-3-one","CID 134693 | C27H40O5 | CID 134693",NA,134693,NA,NA
"Diosbulbisin C","Diosbulbisin C | C27H40O5 | CID 44606421",NA,44606421,NA,NA
"Luffarin-2","[8-(1-hydroxy-2,2,6-trimethylcyclohexyl)-6-methyl-2-[3-(5-oxo-2H-furan-3-yl)prop-2-enylidene]oct-5-enyl] acetate | C27H40O5 | CID 73838071",NA,73838071,NA,NA
"Thorectandrol C","Thorectandrol C | C27H40O5 | CID 5352109",NA,5352109,NA,NA
"Fusaproliferin","Fusaproliferin | C27H40O5 | CID 6506535",NA,6506535,NA,NA
"5-(2-{4-[2-(3,5-dihydroxy-2-methylidenecyclohexylidene)ethylidene]-7a-methyl-octahydro-1H-inden-1-yl}propyl)-3-hydroxy-3-methyloxolan-2-one","1,3,25-Trihydroxy-23,26-epoxy-9,10-secocholesta-5,7,10-trien-26-one | C27H40O5 | CID 76126494",NA,76126494,NA,NA
"Chevalone D","Chevalone D | C27H40O5 | CID 53474391",NA,53474391,NA,NA
"3,16'-dihydroxy-5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0²,⁹.0⁴,⁸.0¹³,¹⁸]icosan]-18'-en-3'-one","3',16-Dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-3-one | C27H40O5 | CID 162967270",NA,162967270,NA,NA
"Lancifodilactone H","Lancifodilactone H | C27H40O5 | CID 11669451",NA,11669451,NA,NA
"Foetidinol","2,9,10,18-Tetrahydroxy-4,6,12,17,17-pentamethylhexacyclo[11.9.0.01,21.04,12.05,10.016,21]docos-13-en-8-one | C27H40O5 | CID 162933293",NA,162933293,NA,NA
"15-(but-2-en-1-yl)-5-hydroxy-8,10,12-trimethyl-7,19-dimethylidene-3,14,21-trioxatricyclo[16.2.1.0²,⁴]henicos-8-en-13-one","15-But-2-enyl-5-hydroxy-8,10,12-trimethyl-7,19-dimethylidene-3,14,21-trioxatricyclo[16.2.1.02,4]henicos-8-en-13-one | C27H40O5 | CID 73085236",NA,73085236,NA,NA
"Benzopyranyl Capriate","Benzopyranyl capriate | C27H40O5 | CID 139587527",NA,139587527,NA,NA
"Cystochromone G","Cystochromone G | C27H40O5 | CID 139588617",NA,139588617,NA,NA
"19-hydroxy-1,5,13,17,17-pentamethyl-9-methylidene-6-oxo-2-oxatetracyclo[10.8.0.0³,⁸.0¹³,¹⁸]icos-4-en-11-yl acetate","(19-Hydroxy-1,5,13,17,17-pentamethyl-9-methylidene-6-oxo-2-oxatetracyclo[10.8.0.03,8.013,18]icos-4-en-11-yl) acetate | C27H40O5 | CID 102224206",NA,102224206,NA,NA
"12-hydroxy-1,11,14,18,18-pentamethyl-8-oxo-7-oxapentacyclo[11.8.0.0³,¹¹.0⁵,⁹.0¹⁴,¹⁹]henicos-5(9)-en-17-yl acetate","(12-Hydroxy-1,11,14,18,18-pentamethyl-8-oxo-7-oxapentacyclo[11.8.0.03,11.05,9.014,19]henicos-5(9)-en-17-yl) acetate | C27H40O5 | CID 163005948",NA,163005948,NA,NA
"(4E)-Methyl 13-((16-(Furan-3-Yl) Ethyl)-Octahydro-7- Hydroxy-4-((E)-23-Methylbut-21-Enyl)-2H-Chromen-6-Yl)-4- Methylpent-4-Enoate","(4E)-methyl 13-((16-(furan-3-yl) ethyl)-octahydro-7-hydroxy-4-((E)-23-methylbut-21-enyl)-2H-chromen-6-yl)-4-methylpent-4-enoate | C27H40O5 | CID 139590858",NA,139590858,NA,NA
"4-{2-[3-(cyclopentyloxy)-4-hydroxyphenyl]ethyl}-2-hydroxy-[1,1'-bi(cyclohexane)]-4-yl acetate","[4-Cyclohexyl-1-[2-(3-cyclopentyloxy-4-hydroxyphenyl)ethyl]-3-hydroxycyclohexyl] acetate | C27H40O5 | CID 162841742",NA,162841742,NA,NA
"Asperginol B","Asperginol B | C27H40O5 | CID 156581021",NA,156581021,NA,NA
"Higginsianin C","Higginsianin C | C27H40O5 | CID 145720804",NA,145720804,NA,NA
"Subglutinol D","Subglutinol D | C27H40O5 | CID 139589380",NA,139589380,NA,NA
"4-butyl-3-hydroxy-1-(2-{14-hydroxy-2-oxatricyclo[8.4.0.0³,⁷]tetradeca-1(10),11,13-trien-11-yl}ethyl)cyclohexyl acetate","[4-butyl-3-hydroxy-1-[2-(9-hydroxy-2,3,3a,4,5,10a-hexahydro-1H-cyclopenta[b][1]benzoxepin-6-yl)ethyl]cyclohexyl] acetate | C27H40O5 | CID 163101597",NA,163101597,NA,NA
"1-[3-(cyclopentyloxy)-4-hydroxy-5-(1-methoxy-6-oxoheptan-3-yl)phenyl]oct-4-en-3-one","1-[3-Cyclopentyloxy-4-hydroxy-5-(1-methoxy-6-oxoheptan-3-yl)phenyl]oct-4-en-3-one | C27H40O5 | CID 163101602",NA,163101602,NA,NA
"15-hydroxy-2-(2-hydroxyethylidene)-10-(hydroxymethyl)-14-methyl-6-methylidene-5-oxopentadeca-9,13-dienoic acid","15-Hydroxy-2-(2-hydroxyethylidene)-10-(hydroxymethyl)-14-methyl-6-methylidene-5-oxopentadeca-9,13-dienoic acid | C20H30O6 | CID 162926151",NA,162926151,NA,NA
"5,12-dihydroxyicosa-6,8,10,14-tetraenedioic acid","5,12-Dihydroxyicosa-6,8,10,14-tetraenedioic acid | C20H30O6 | CID 1588",NA,1588,NA,NA
"5-hydroxy-12-oxoicosa-6,8,14-trienedioic acid","5-Hydroxy-12-oxoicosa-6,8,14-trienedioic acid | C20H30O6 | CID 76043746",NA,76043746,NA,NA
"2,8,12,16-tetrahydroxy-9-(hydroxymethyl)-5,5-dimethyl-14-methylidenetetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-15-one","2,8,12,16-Tetrahydroxy-9-(hydroxymethyl)-5,5-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecan-15-one | C20H30O6 | CID 14466843",NA,14466843,NA,NA
"Aphanamixin E","Aphanamixin E","CC(=CCCC(C)(CC(=O)O)O)C(CC=C(C)C1=CC(=O)C(O1)(C)C)O",0,NA,NA
